group1,group2,meandiff,p-adj,lower,upper,reject
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_cah_comment_intfloat/e5-small-v2,-0.1011,0.3107,-0.218,0.0158,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_cah_comment_qwen3-embedding:8b,0.0156,1.0,-0.1013,0.1325,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0326,1.0,-0.1495,0.0843,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_comment_allenai/longformer-base-4096,0.2184,0.0,0.1015,0.3353,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_comment_google-bert/bert-base-uncased,0.0504,1.0,-0.0665,0.1674,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_comment_google/bigbird-roberta-base,0.1627,0.0,0.0458,0.2796,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_comment_intfloat/e5-small-v2,0.018,1.0,-0.0989,0.1349,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_comment_qwen3-embedding:8b,-0.0444,1.0,-0.1613,0.0726,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,institution_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0407,1.0,-0.1576,0.0762,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_age_comment_allenai/longformer-base-4096,0.1771,0.0,0.0602,0.2941,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_age_comment_google-bert/bert-base-uncased,0.0749,0.9793,-0.042,0.1918,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_age_comment_google/bigbird-roberta-base,0.1144,0.07,-0.0025,0.2313,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_age_comment_intfloat/e5-small-v2,-0.0734,0.9866,-0.1904,0.0435,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_age_comment_qwen3-embedding:8b,-0.0632,0.9998,-0.1801,0.0537,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0547,1.0,-0.1716,0.0623,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_age_comment_allenai/longformer-base-4096,0.1931,0.0,0.0761,0.31,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_age_comment_google-bert/bert-base-uncased,0.0936,0.553,-0.0233,0.2106,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_age_comment_google/bigbird-roberta-base,0.124,0.0177,0.0071,0.2409,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_age_comment_intfloat/e5-small-v2,-0.0378,1.0,-0.1547,0.0791,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_age_comment_qwen3-embedding:8b,-0.1018,0.2924,-0.2187,0.0151,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0202,1.0,-0.1371,0.0968,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_comment_allenai/longformer-base-4096,0.1914,0.0,0.0745,0.3083,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_comment_google-bert/bert-base-uncased,0.0969,0.4413,-0.02,0.2138,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_comment_google/bigbird-roberta-base,0.1378,0.0018,0.0209,0.2547,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_comment_intfloat/e5-small-v2,-0.0417,1.0,-0.1587,0.0752,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_comment_qwen3-embedding:8b,-0.074,0.9841,-0.1909,0.0429,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0232,1.0,-0.1401,0.0938,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_comment_allenai/longformer-base-4096,0.157,0.0,0.0401,0.2739,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_comment_google-bert/bert-base-uncased,0.1136,0.0781,-0.0033,0.2305,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_comment_google/bigbird-roberta-base,0.0949,0.5079,-0.022,0.2119,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_comment_intfloat/e5-small-v2,-0.0655,0.9994,-0.1824,0.0514,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_comment_qwen3-embedding:8b,0.0037,1.0,-0.1132,0.1207,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_comment_sentence-transformers/all-MiniLM-L6-v2,-0.079,0.9424,-0.1959,0.0379,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_age_comment_allenai/longformer-base-4096,0.1833,0.0,0.0664,0.3002,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_age_comment_google-bert/bert-base-uncased,0.0721,0.9914,-0.0448,0.189,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_age_comment_google/bigbird-roberta-base,0.1387,0.0015,0.0217,0.2556,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_age_comment_intfloat/e5-small-v2,0.0837,0.8596,-0.0332,0.2006,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_age_comment_qwen3-embedding:8b,0.0968,0.4449,-0.0201,0.2137,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,0.0003,1.0,-0.1166,0.1172,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_age_comment_allenai/longformer-base-4096,0.1865,0.0,0.0696,0.3034,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_age_comment_google-bert/bert-base-uncased,-0.0002,1.0,-0.1171,0.1167,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_age_comment_google/bigbird-roberta-base,0.1163,0.0543,-0.0006,0.2332,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_age_comment_intfloat/e5-small-v2,0.0235,1.0,-0.0935,0.1404,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_age_comment_qwen3-embedding:8b,0.0713,0.9933,-0.0456,0.1882,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0238,1.0,-0.1407,0.0931,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_comment_allenai/longformer-base-4096,0.1968,0.0,0.0798,0.3137,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_comment_google-bert/bert-base-uncased,0.0097,1.0,-0.1072,0.1266,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_comment_google/bigbird-roberta-base,0.138,0.0017,0.0211,0.255,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_comment_intfloat/e5-small-v2,-0.0214,1.0,-0.1383,0.0955,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_comment_qwen3-embedding:8b,0.0166,1.0,-0.1003,0.1335,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0515,1.0,-0.1685,0.0654,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_comment_allenai/longformer-base-4096,0.1872,0.0,0.0703,0.3042,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_comment_google-bert/bert-base-uncased,0.1006,0.3263,-0.0164,0.2175,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_comment_google/bigbird-roberta-base,0.129,0.008,0.0121,0.2459,True
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_comment_intfloat/e5-small-v2,0.0355,1.0,-0.0814,0.1524,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_comment_qwen3-embedding:8b,0.0005,1.0,-0.1164,0.1174,False
cah_comment_sentence-transformers/all-MiniLM-L6-v2,question_institution_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0131,1.0,-0.13,0.1038,False
comment_only_allenai/longformer-base-4096,comment_only_google-bert/bert-base-uncased,-0.1564,0.0,-0.2734,-0.0395,True
comment_only_allenai/longformer-base-4096,comment_only_google/bigbird-roberta-base,-0.0725,0.9901,-0.1894,0.0444,False
comment_only_allenai/longformer-base-4096,comment_only_intfloat/e5-small-v2,-0.1565,0.0,-0.2734,-0.0396,True
comment_only_allenai/longformer-base-4096,comment_only_qwen3-embedding:8b,-0.2513,0.0,-0.3682,-0.1344,True
comment_only_allenai/longformer-base-4096,comment_only_sentence-transformers/all-MiniLM-L6-v2,-0.2541,0.0,-0.371,-0.1372,True
comment_only_allenai/longformer-base-4096,institution_age_comment_allenai/longformer-base-4096,-0.0016,1.0,-0.1185,0.1153,False
comment_only_allenai/longformer-base-4096,institution_age_comment_google-bert/bert-base-uncased,-0.0972,0.4312,-0.2141,0.0197,False
comment_only_allenai/longformer-base-4096,institution_age_comment_google/bigbird-roberta-base,-0.0203,1.0,-0.1372,0.0966,False
comment_only_allenai/longformer-base-4096,institution_age_comment_intfloat/e5-small-v2,-0.165,0.0,-0.282,-0.0481,True
comment_only_allenai/longformer-base-4096,institution_age_comment_qwen3-embedding:8b,-0.1379,0.0017,-0.2548,-0.021,True
comment_only_allenai/longformer-base-4096,institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.228,0.0,-0.3449,-0.111,True
comment_only_allenai/longformer-base-4096,institution_cah_age_comment_allenai/longformer-base-4096,-0.0001,1.0,-0.117,0.1168,False
comment_only_allenai/longformer-base-4096,institution_cah_age_comment_google-bert/bert-base-uncased,-0.1219,0.0243,-0.2389,-0.005,True
comment_only_allenai/longformer-base-4096,institution_cah_age_comment_google/bigbird-roberta-base,-0.0238,1.0,-0.1407,0.0931,False
comment_only_allenai/longformer-base-4096,institution_cah_age_comment_intfloat/e5-small-v2,-0.1882,0.0,-0.3051,-0.0713,True
comment_only_allenai/longformer-base-4096,institution_cah_age_comment_qwen3-embedding:8b,-0.1299,0.0069,-0.2468,-0.013,True
comment_only_allenai/longformer-base-4096,institution_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2386,0.0,-0.3555,-0.1217,True
comment_only_allenai/longformer-base-4096,institution_cah_comment_allenai/longformer-base-4096,0.0136,1.0,-0.1033,0.1305,False
comment_only_allenai/longformer-base-4096,institution_cah_comment_google-bert/bert-base-uncased,-0.1289,0.0081,-0.2458,-0.012,True
comment_only_allenai/longformer-base-4096,institution_cah_comment_google/bigbird-roberta-base,-0.027,1.0,-0.1439,0.0899,False
comment_only_allenai/longformer-base-4096,institution_cah_comment_intfloat/e5-small-v2,-0.304,0.0,-0.4209,-0.1871,True
comment_only_allenai/longformer-base-4096,institution_cah_comment_qwen3-embedding:8b,-0.1873,0.0,-0.3042,-0.0704,True
comment_only_allenai/longformer-base-4096,institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2355,0.0,-0.3524,-0.1185,True
comment_only_allenai/longformer-base-4096,institution_comment_allenai/longformer-base-4096,0.0156,1.0,-0.1014,0.1325,False
comment_only_allenai/longformer-base-4096,institution_comment_google-bert/bert-base-uncased,-0.1524,0.0001,-0.2693,-0.0355,True
comment_only_allenai/longformer-base-4096,institution_comment_google/bigbird-roberta-base,-0.0402,1.0,-0.1571,0.0767,False
comment_only_allenai/longformer-base-4096,institution_comment_intfloat/e5-small-v2,-0.1848,0.0,-0.3018,-0.0679,True
comment_only_allenai/longformer-base-4096,institution_comment_qwen3-embedding:8b,-0.2472,0.0,-0.3641,-0.1303,True
comment_only_allenai/longformer-base-4096,institution_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2436,0.0,-0.3605,-0.1267,True
comment_only_allenai/longformer-base-4096,question_age_comment_allenai/longformer-base-4096,-0.0257,1.0,-0.1426,0.0912,False
comment_only_allenai/longformer-base-4096,question_age_comment_google-bert/bert-base-uncased,-0.1279,0.0095,-0.2449,-0.011,True
comment_only_allenai/longformer-base-4096,question_age_comment_google/bigbird-roberta-base,-0.0884,0.7291,-0.2054,0.0285,False
comment_only_allenai/longformer-base-4096,question_age_comment_intfloat/e5-small-v2,-0.2763,0.0,-0.3932,-0.1594,True
comment_only_allenai/longformer-base-4096,question_age_comment_qwen3-embedding:8b,-0.2661,0.0,-0.383,-0.1492,True
comment_only_allenai/longformer-base-4096,question_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2575,0.0,-0.3744,-0.1406,True
comment_only_allenai/longformer-base-4096,question_cah_age_comment_allenai/longformer-base-4096,-0.0098,1.0,-0.1267,0.1071,False
comment_only_allenai/longformer-base-4096,question_cah_age_comment_google-bert/bert-base-uncased,-0.1092,0.1335,-0.2261,0.0077,False
comment_only_allenai/longformer-base-4096,question_cah_age_comment_google/bigbird-roberta-base,-0.0788,0.9446,-0.1958,0.0381,False
comment_only_allenai/longformer-base-4096,question_cah_age_comment_intfloat/e5-small-v2,-0.2406,0.0,-0.3576,-0.1237,True
comment_only_allenai/longformer-base-4096,question_cah_age_comment_qwen3-embedding:8b,-0.3046,0.0,-0.4216,-0.1877,True
comment_only_allenai/longformer-base-4096,question_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.223,0.0,-0.3399,-0.1061,True
comment_only_allenai/longformer-base-4096,question_cah_comment_allenai/longformer-base-4096,-0.0115,1.0,-0.1284,0.1055,False
comment_only_allenai/longformer-base-4096,question_cah_comment_google-bert/bert-base-uncased,-0.106,0.1921,-0.2229,0.011,False
comment_only_allenai/longformer-base-4096,question_cah_comment_google/bigbird-roberta-base,-0.0651,0.9995,-0.182,0.0518,False
comment_only_allenai/longformer-base-4096,question_cah_comment_intfloat/e5-small-v2,-0.2446,0.0,-0.3615,-0.1277,True
comment_only_allenai/longformer-base-4096,question_cah_comment_qwen3-embedding:8b,-0.2769,0.0,-0.3938,-0.16,True
comment_only_allenai/longformer-base-4096,question_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.226,0.0,-0.3429,-0.1091,True
comment_only_allenai/longformer-base-4096,question_comment_allenai/longformer-base-4096,-0.0459,1.0,-0.1628,0.0711,False
comment_only_allenai/longformer-base-4096,question_comment_google-bert/bert-base-uncased,-0.0893,0.7021,-0.2062,0.0276,False
comment_only_allenai/longformer-base-4096,question_comment_google/bigbird-roberta-base,-0.1079,0.155,-0.2248,0.009,False
comment_only_allenai/longformer-base-4096,question_comment_intfloat/e5-small-v2,-0.2684,0.0,-0.3853,-0.1514,True
comment_only_allenai/longformer-base-4096,question_comment_qwen3-embedding:8b,-0.1991,0.0,-0.316,-0.0822,True
comment_only_allenai/longformer-base-4096,question_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2819,0.0,-0.3988,-0.165,True
comment_only_allenai/longformer-base-4096,question_institution_age_comment_allenai/longformer-base-4096,-0.0196,1.0,-0.1365,0.0973,False
comment_only_allenai/longformer-base-4096,question_institution_age_comment_google-bert/bert-base-uncased,-0.1308,0.006,-0.2477,-0.0139,True
comment_only_allenai/longformer-base-4096,question_institution_age_comment_google/bigbird-roberta-base,-0.0642,0.9997,-0.1811,0.0527,False
comment_only_allenai/longformer-base-4096,question_institution_age_comment_intfloat/e5-small-v2,-0.1192,0.0365,-0.2361,-0.0022,True
comment_only_allenai/longformer-base-4096,question_institution_age_comment_qwen3-embedding:8b,-0.1061,0.1899,-0.223,0.0108,False
comment_only_allenai/longformer-base-4096,question_institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2025,0.0,-0.3195,-0.0856,True
comment_only_allenai/longformer-base-4096,question_institution_cah_age_comment_allenai/longformer-base-4096,-0.0163,1.0,-0.1333,0.1006,False
comment_only_allenai/longformer-base-4096,question_institution_cah_age_comment_google-bert/bert-base-uncased,-0.203,0.0,-0.32,-0.0861,True
comment_only_allenai/longformer-base-4096,question_institution_cah_age_comment_google/bigbird-roberta-base,-0.0865,0.7865,-0.2035,0.0304,False
comment_only_allenai/longformer-base-4096,question_institution_cah_age_comment_intfloat/e5-small-v2,-0.1794,0.0,-0.2963,-0.0625,True
comment_only_allenai/longformer-base-4096,question_institution_cah_age_comment_qwen3-embedding:8b,-0.1315,0.0052,-0.2485,-0.0146,True
comment_only_allenai/longformer-base-4096,question_institution_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2267,0.0,-0.3436,-0.1098,True
comment_only_allenai/longformer-base-4096,question_institution_cah_comment_allenai/longformer-base-4096,-0.0061,1.0,-0.123,0.1108,False
comment_only_allenai/longformer-base-4096,question_institution_cah_comment_google-bert/bert-base-uncased,-0.1931,0.0,-0.3101,-0.0762,True
comment_only_allenai/longformer-base-4096,question_institution_cah_comment_google/bigbird-roberta-base,-0.0648,0.9996,-0.1817,0.0521,False
comment_only_allenai/longformer-base-4096,question_institution_cah_comment_intfloat/e5-small-v2,-0.2243,0.0,-0.3412,-0.1073,True
comment_only_allenai/longformer-base-4096,question_institution_cah_comment_qwen3-embedding:8b,-0.1862,0.0,-0.3032,-0.0693,True
comment_only_allenai/longformer-base-4096,question_institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.2544,0.0,-0.3713,-0.1375,True
comment_only_allenai/longformer-base-4096,question_institution_comment_allenai/longformer-base-4096,-0.0156,1.0,-0.1325,0.1013,False
comment_only_allenai/longformer-base-4096,question_institution_comment_google-bert/bert-base-uncased,-0.1023,0.2783,-0.2192,0.0146,False
comment_only_allenai/longformer-base-4096,question_institution_comment_google/bigbird-roberta-base,-0.0739,0.9848,-0.1908,0.0431,False
comment_only_allenai/longformer-base-4096,question_institution_comment_intfloat/e5-small-v2,-0.1674,0.0,-0.2843,-0.0505,True
comment_only_allenai/longformer-base-4096,question_institution_comment_qwen3-embedding:8b,-0.2024,0.0,-0.3193,-0.0854,True
comment_only_allenai/longformer-base-4096,question_institution_comment_sentence-transformers/all-MiniLM-L6-v2,-0.216,0.0,-0.3329,-0.0991,True
comment_only_google-bert/bert-base-uncased,comment_only_google/bigbird-roberta-base,0.0839,0.8542,-0.033,0.2009,False
comment_only_google-bert/bert-base-uncased,comment_only_intfloat/e5-small-v2,-0.0001,1.0,-0.117,0.1168,False
comment_only_google-bert/bert-base-uncased,comment_only_qwen3-embedding:8b,-0.0949,0.5106,-0.2118,0.0221,False
comment_only_google-bert/bert-base-uncased,comment_only_sentence-transformers/all-MiniLM-L6-v2,-0.0977,0.4154,-0.2146,0.0192,False
comment_only_google-bert/bert-base-uncased,institution_age_comment_allenai/longformer-base-4096,0.1548,0.0001,0.0379,0.2718,True
comment_only_google-bert/bert-base-uncased,institution_age_comment_google-bert/bert-base-uncased,0.0592,1.0,-0.0577,0.1762,False
comment_only_google-bert/bert-base-uncased,institution_age_comment_google/bigbird-roberta-base,0.1361,0.0024,0.0192,0.2531,True
comment_only_google-bert/bert-base-uncased,institution_age_comment_intfloat/e5-small-v2,-0.0086,1.0,-0.1255,0.1083,False
comment_only_google-bert/bert-base-uncased,institution_age_comment_qwen3-embedding:8b,0.0185,1.0,-0.0984,0.1354,False
comment_only_google-bert/bert-base-uncased,institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0715,0.9928,-0.1884,0.0454,False
comment_only_google-bert/bert-base-uncased,institution_cah_age_comment_allenai/longformer-base-4096,0.1563,0.0,0.0394,0.2732,True
comment_only_google-bert/bert-base-uncased,institution_cah_age_comment_google-bert/bert-base-uncased,0.0345,1.0,-0.0824,0.1514,False
comment_only_google-bert/bert-base-uncased,institution_cah_age_comment_google/bigbird-roberta-base,0.1326,0.0044,0.0157,0.2495,True
comment_only_google-bert/bert-base-uncased,institution_cah_age_comment_intfloat/e5-small-v2,-0.0317,1.0,-0.1487,0.0852,False
comment_only_google-bert/bert-base-uncased,institution_cah_age_comment_qwen3-embedding:8b,0.0266,1.0,-0.0904,0.1435,False
comment_only_google-bert/bert-base-uncased,institution_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0822,0.892,-0.1991,0.0347,False
comment_only_google-bert/bert-base-uncased,institution_cah_comment_allenai/longformer-base-4096,0.17,0.0,0.0531,0.287,True
comment_only_google-bert/bert-base-uncased,institution_cah_comment_google-bert/bert-base-uncased,0.0275,1.0,-0.0894,0.1444,False
comment_only_google-bert/bert-base-uncased,institution_cah_comment_google/bigbird-roberta-base,0.1294,0.0075,0.0125,0.2463,True
comment_only_google-bert/bert-base-uncased,institution_cah_comment_intfloat/e5-small-v2,-0.1475,0.0003,-0.2645,-0.0306,True
comment_only_google-bert/bert-base-uncased,institution_cah_comment_qwen3-embedding:8b,-0.0308,1.0,-0.1478,0.0861,False
comment_only_google-bert/bert-base-uncased,institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.079,0.9425,-0.1959,0.0379,False
comment_only_google-bert/bert-base-uncased,institution_comment_allenai/longformer-base-4096,0.172,0.0,0.0551,0.2889,True
comment_only_google-bert/bert-base-uncased,institution_comment_google-bert/bert-base-uncased,0.004,1.0,-0.1129,0.1209,False
comment_only_google-bert/bert-base-uncased,institution_comment_google/bigbird-roberta-base,0.1163,0.0548,-0.0007,0.2332,False
comment_only_google-bert/bert-base-uncased,institution_comment_intfloat/e5-small-v2,-0.0284,1.0,-0.1453,0.0885,False
comment_only_google-bert/bert-base-uncased,institution_comment_qwen3-embedding:8b,-0.0908,0.6523,-0.2077,0.0261,False
comment_only_google-bert/bert-base-uncased,institution_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0871,0.769,-0.2041,0.0298,False
comment_only_google-bert/bert-base-uncased,question_age_comment_allenai/longformer-base-4096,0.1307,0.006,0.0138,0.2476,True
comment_only_google-bert/bert-base-uncased,question_age_comment_google-bert/bert-base-uncased,0.0285,1.0,-0.0884,0.1454,False
comment_only_google-bert/bert-base-uncased,question_age_comment_google/bigbird-roberta-base,0.068,0.9981,-0.0489,0.1849,False
comment_only_google-bert/bert-base-uncased,question_age_comment_intfloat/e5-small-v2,-0.1199,0.0329,-0.2368,-0.003,True
comment_only_google-bert/bert-base-uncased,question_age_comment_qwen3-embedding:8b,-0.1096,0.1269,-0.2266,0.0073,False
comment_only_google-bert/bert-base-uncased,question_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1011,0.3117,-0.218,0.0158,False
comment_only_google-bert/bert-base-uncased,question_cah_age_comment_allenai/longformer-base-4096,0.1466,0.0003,0.0297,0.2636,True
comment_only_google-bert/bert-base-uncased,question_cah_age_comment_google-bert/bert-base-uncased,0.0472,1.0,-0.0697,0.1641,False
comment_only_google-bert/bert-base-uncased,question_cah_age_comment_google/bigbird-roberta-base,0.0776,0.9585,-0.0393,0.1945,False
comment_only_google-bert/bert-base-uncased,question_cah_age_comment_intfloat/e5-small-v2,-0.0842,0.8479,-0.2011,0.0327,False
comment_only_google-bert/bert-base-uncased,question_cah_age_comment_qwen3-embedding:8b,-0.1482,0.0002,-0.2651,-0.0313,True
comment_only_google-bert/bert-base-uncased,question_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0666,0.999,-0.1835,0.0503,False
comment_only_google-bert/bert-base-uncased,question_cah_comment_allenai/longformer-base-4096,0.145,0.0005,0.0281,0.2619,True
comment_only_google-bert/bert-base-uncased,question_cah_comment_google-bert/bert-base-uncased,0.0505,1.0,-0.0664,0.1674,False
comment_only_google-bert/bert-base-uncased,question_cah_comment_google/bigbird-roberta-base,0.0913,0.6329,-0.0256,0.2083,False
comment_only_google-bert/bert-base-uncased,question_cah_comment_intfloat/e5-small-v2,-0.0882,0.738,-0.2051,0.0288,False
comment_only_google-bert/bert-base-uncased,question_cah_comment_qwen3-embedding:8b,-0.1204,0.0303,-0.2374,-0.0035,True
comment_only_google-bert/bert-base-uncased,question_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0696,0.9965,-0.1865,0.0473,False
comment_only_google-bert/bert-base-uncased,question_comment_allenai/longformer-base-4096,0.1106,0.1136,-0.0063,0.2275,False
comment_only_google-bert/bert-base-uncased,question_comment_google-bert/bert-base-uncased,0.0671,0.9987,-0.0498,0.1841,False
comment_only_google-bert/bert-base-uncased,question_comment_google/bigbird-roberta-base,0.0485,1.0,-0.0684,0.1654,False
comment_only_google-bert/bert-base-uncased,question_comment_intfloat/e5-small-v2,-0.1119,0.0964,-0.2288,0.005,False
comment_only_google-bert/bert-base-uncased,question_comment_qwen3-embedding:8b,-0.0427,1.0,-0.1596,0.0742,False
comment_only_google-bert/bert-base-uncased,question_comment_sentence-transformers/all-MiniLM-L6-v2,-0.1254,0.0142,-0.2424,-0.0085,True
comment_only_google-bert/bert-base-uncased,question_institution_age_comment_allenai/longformer-base-4096,0.1368,0.0021,0.0199,0.2538,True
comment_only_google-bert/bert-base-uncased,question_institution_age_comment_google-bert/bert-base-uncased,0.0257,1.0,-0.0913,0.1426,False
comment_only_google-bert/bert-base-uncased,question_institution_age_comment_google/bigbird-roberta-base,0.0922,0.6023,-0.0247,0.2092,False
comment_only_google-bert/bert-base-uncased,question_institution_age_comment_intfloat/e5-small-v2,0.0373,1.0,-0.0796,0.1542,False
comment_only_google-bert/bert-base-uncased,question_institution_age_comment_qwen3-embedding:8b,0.0504,1.0,-0.0666,0.1673,False
comment_only_google-bert/bert-base-uncased,question_institution_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0461,1.0,-0.163,0.0708,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_age_comment_allenai/longformer-base-4096,0.1401,0.0012,0.0232,0.257,True
comment_only_google-bert/bert-base-uncased,question_institution_cah_age_comment_google-bert/bert-base-uncased,-0.0466,1.0,-0.1635,0.0703,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_age_comment_google/bigbird-roberta-base,0.0699,0.996,-0.047,0.1868,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_age_comment_intfloat/e5-small-v2,-0.023,1.0,-0.1399,0.094,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_age_comment_qwen3-embedding:8b,0.0249,1.0,-0.092,0.1418,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_age_comment_sentence-transformers/all-MiniLM-L6-v2,-0.0702,0.9955,-0.1872,0.0467,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_comment_allenai/longformer-base-4096,0.1503,0.0002,0.0334,0.2673,True
comment_only_google-bert/bert-base-uncased,question_institution_cah_comment_google-bert/bert-base-uncased,-0.0367,1.0,-0.1536,0.0802,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_comment_google/bigbird-roberta-base,0.0916,0.6236,-0.0253,0.2085,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_comment_intfloat/e5-small-v2,-0.0678,0.9983,-0.1847,0.0491,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_comment_qwen3-embedding:8b,-0.0298,1.0,-0.1467,0.0871,False
comment_only_google-bert/bert-base-uncased,question_institution_cah_comment_sentence-transformers/all-MiniLM-L6-v2,-0.098,0.4059,-0.2149,0.0189,False
comment_only_google-bert/bert-base-uncased,question_institution_comment_allenai/longformer-base-4096,0.1408,0.001,0.0239,0.2577,True
comment_only_google-bert/bert-base-uncased,question_institution_comment_google-bert/bert-base-uncased,0.0541,1.0,-0.0628,0.1711,False
comment_only_google-bert/bert-base-uncased,question_institution_comment_google/bigbird-roberta-base,0.0826,0.884,-0.0343,0.1995,False
comment_only_google-bert/bert-base-uncased,question_institution_comment_intfloat/e5-small-v2,-0.0109,1.0,-0.1279,0.106,False
